Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
280,48.0,31.8,15.6,8.0,41.8,691,Balanced
172,13.0,5.0,4.7,8.7,37.0,590,Balanced
304,26.3,43.5,19.4,4.2,28.7,876,Balanced
176,32.5,68.8,49.0,7.6,15.1,823,Unbalanced
474,19.0,72.2,35.2,0.0,15.5,238,Balanced
511,14.3,28.4,23.2,6.0,7.0,172,Balanced
408,11.5,32.0,20.3,2.3,9.1,811,Balanced
156,37.5,74.1,28.8,1.4,14.1,550,Unbalanced
345,33.0,88.1,15.8,0.0,49.3,820,Unbalanced
264,36.0,56.4,26.3,3.5,22.9,225,Unbalanced
384,42.1,59.3,21.4,7.9,3.4,223,Balanced
138,45.3,77.8,24.7,5.6,31.3,780,Unbalanced
155,1.4,15.5,47.7,4.5,39.0,497,Unbalanced
339,12.9,42.4,26.8,1.7,14.5,412,Balanced
296,1.8,91.1,9.5,1.0,17.8,16,Balanced
106,44.8,34.2,40.7,3.2,32.4,416,Unbalanced
460,34.8,94.8,4.8,5.9,33.2,785,Balanced
568,34.6,11.4,15.1,0.2,46.2,399,Balanced
535,1.6,45.1,6.2,6.5,37.9,709,Unbalanced
71,41.7,25.3,34.1,6.7,43.8,885,Unbalanced
190,25.0,72.7,37.2,5.6,20.2,991,Unbalanced
209,19.5,49.2,40.5,8.0,20.8,903,Balanced
539,41.1,25.1,1.8,3.7,25.4,381,Balanced
392,46.0,52.5,20.4,4.8,33.7,568,Balanced
290,33.1,63.7,31.2,7.7,40.4,938,Unbalanced
560,24.7,8.3,15.2,7.2,13.9,774,Balanced
81,16.6,50.4,1.5,4.9,25.0,433,Unbalanced
281,21.8,5.1,42.7,5.3,41.0,729,Balanced
106,48.3,81.4,19.2,4.8,18.2,174,Unbalanced
307,13.7,92.5,29.2,7.9,45.1,519,Balanced
442,40.0,14.2,49.8,8.0,24.4,638,Balanced
553,22.7,46.8,39.3,8.4,4.0,956,Balanced
255,21.9,77.4,32.3,7.9,27.4,152,Balanced
249,11.3,57.8,45.9,3.4,45.1,961,Balanced
162,36.6,23.4,13.6,0.2,34.4,987,Balanced
426,1.5,70.1,15.3,7.9,26.2,547,Balanced
547,33.8,76.9,28.7,7.6,9.5,16,Balanced
366,43.6,43.9,43.4,6.7,33.6,814,Balanced
250,33.5,8.6,18.7,4.6,21.1,744,Unbalanced
127,9.8,51.5,6.6,5.7,29.2,252,Balanced
588,31.9,47.2,7.6,5.6,17.5,866,Balanced
546,13.7,14.9,41.4,7.5,17.3,682,Balanced
309,6.7,64.7,33.5,8.0,14.4,183,Balanced
95,47.7,81.2,33.7,4.5,11.5,479,Unbalanced
567,8.3,10.1,23.1,3.0,17.4,203,Unbalanced
299,6.9,19.8,24.4,6.0,0.6,191,Unbalanced
296,31.8,31.0,47.1,7.4,48.3,396,Unbalanced
340,30.9,72.6,37.1,1.6,46.8,249,Unbalanced
146,45.2,92.4,46.2,3.3,32.7,248,Unbalanced
171,30.0,21.4,25.5,6.1,25.1,935,Balanced
463,46.5,73.7,49.1,6.0,21.2,984,Balanced
496,25.1,76.2,39.5,2.2,11.1,781,Balanced
301,5.8,40.9,5.6,5.9,23.3,971,Balanced
72,16.0,28.4,17.5,9.5,45.2,370,Balanced
286,39.9,94.4,44.4,9.2,22.9,935,Balanced
512,34.2,72.9,42.3,3.0,14.9,706,Balanced
158,40.0,30.0,47.5,8.5,39.2,405,Balanced
438,10.6,54.5,45.1,5.4,14.5,433,Balanced
364,25.3,95.9,21.5,2.2,29.4,246,Balanced
59,8.5,69.9,48.3,5.9,18.1,872,Unbalanced
499,44.3,79.2,41.5,8.8,43.7,8,Balanced
357,5.9,57.0,48.9,9.0,37.8,627,Balanced
595,49.7,54.2,19.6,6.2,35.7,227,Balanced
493,11.0,77.5,16.0,5.4,37.3,792,Balanced
505,30.4,87.4,16.9,8.0,7.9,833,Balanced
112,24.4,20.1,3.5,4.0,34.9,355,Balanced
374,49.4,35.6,24.9,3.4,13.8,197,Unbalanced
491,38.2,55.0,13.8,8.3,28.6,696,Balanced
194,36.8,85.1,12.2,7.3,37.0,357,Unbalanced
180,34.8,84.5,49.1,5.1,2.9,982,Unbalanced
506,34.0,19.2,10.4,5.6,4.1,164,Balanced
123,46.0,24.3,4.8,8.0,23.4,640,Balanced
421,31.0,22.7,22.2,2.7,14.1,297,Balanced
476,46.7,12.8,31.0,2.8,47.0,368,Unbalanced
256,27.2,37.0,37.2,6.4,0.2,717,Balanced
120,24.9,68.0,29.9,1.0,25.8,211,Unbalanced
196,28.7,55.0,3.2,6.1,17.7,121,Unbalanced
185,1.6,66.3,29.2,8.0,49.1,691,Balanced
355,20.3,39.0,21.3,6.2,10.3,882,Balanced
599,9.8,38.1,20.3,2.3,23.9,187,Balanced
178,8.5,37.8,44.9,2.1,49.9,79,Balanced
168,36.5,6.8,25.0,6.8,11.5,241,Unbalanced
383,8.9,41.2,25.4,8.4,43.6,821,Balanced
408,9.3,13.0,18.8,0.2,35.8,864,Unbalanced
549,6.9,75.0,43.1,5.8,39.2,437,Balanced
279,47.6,47.1,38.7,3.9,24.2,330,Unbalanced
123,41.6,30.0,25.3,0.6,13.1,979,Unbalanced
192,12.1,28.7,32.3,2.3,48.0,325,Balanced
483,37.3,67.2,48.1,9.4,10.1,742,Balanced
566,2.9,75.9,6.4,5.4,37.9,571,Balanced
305,4.0,28.3,47.5,1.5,37.8,940,Unbalanced
299,28.8,97.0,46.0,0.2,46.0,141,Unbalanced
529,36.4,19.4,30.9,8.1,20.5,140,Balanced
204,3.1,73.5,32.9,3.5,14.2,953,Unbalanced
471,12.2,14.0,37.5,0.1,33.9,629,Balanced
494,22.1,43.4,48.2,7.9,8.9,542,Balanced
78,35.1,42.8,39.1,5.3,40.7,944,Unbalanced
406,5.5,18.9,48.0,7.4,25.9,427,Unbalanced
461,9.1,68.2,28.6,1.0,22.3,851,Balanced
89,43.1,88.5,29.8,2.5,0.0,397,Unbalanced
449,35.4,49.3,3.4,6.9,44.2,908,Balanced
399,22.6,38.7,16.0,1.1,46.3,249,Balanced
242,29.8,18.4,20.7,4.0,23.9,219,Unbalanced
237,37.1,62.6,44.4,3.6,21.8,868,Unbalanced
580,3.3,8.2,27.6,7.7,2.1,169,Unbalanced
179,40.6,71.5,38.1,6.8,36.6,115,Unbalanced
356,28.9,34.8,15.4,0.9,5.7,611,Balanced
196,23.6,30.3,38.8,3.7,8.2,100,Balanced
242,42.1,79.4,31.0,2.8,29.3,423,Unbalanced
68,33.1,11.1,45.3,8.3,37.6,228,Balanced
111,42.4,7.2,48.7,8.9,11.4,145,Balanced
497,29.6,95.6,39.1,0.3,24.2,687,Balanced
251,13.2,78.8,35.8,2.4,37.3,45,Balanced
484,36.5,89.2,4.1,6.9,45.1,632,Balanced
108,4.1,56.7,1.1,9.3,5.9,396,Balanced
453,19.8,32.2,8.9,6.3,17.0,482,Balanced
206,8.9,18.5,5.7,0.2,11.3,182,Balanced
361,21.6,42.6,3.8,0.8,17.0,530,Balanced
99,47.6,14.1,1.2,0.6,8.0,241,Balanced
142,37.4,8.9,42.5,8.5,21.4,417,Balanced
479,27.7,12.4,11.5,9.8,44.0,243,Balanced
148,31.9,54.8,17.5,5.4,34.5,619,Unbalanced
489,6.8,36.5,43.2,0.6,33.5,213,Unbalanced
217,43.9,30.3,41.6,3.6,20.7,407,Balanced
467,1.0,71.0,38.1,4.9,40.0,302,Balanced
281,19.6,36.5,25.6,7.1,4.2,61,Balanced
571,2.6,53.2,24.6,8.4,1.8,250,Balanced
495,23.2,60.9,46.9,9.3,48.7,92,Balanced
147,48.5,24.3,14.9,6.2,6.5,290,Unbalanced
390,49.4,55.7,25.3,7.4,36.3,683,Balanced
267,18.0,54.1,6.4,1.1,29.7,210,Balanced
238,3.4,34.2,7.2,0.8,47.0,385,Balanced
351,45.9,19.2,1.7,0.2,39.5,553,Unbalanced
113,25.2,63.0,43.2,3.6,11.3,397,Unbalanced
444,48.7,77.4,31.4,0.7,22.3,923,Unbalanced
571,14.0,90.7,5.7,4.5,0.3,377,Balanced
432,8.4,83.7,43.2,5.5,37.9,253,Unbalanced
500,24.1,15.6,2.3,7.8,25.2,205,Balanced
479,44.4,18.9,15.9,7.2,29.1,207,Balanced
534,17.4,31.6,43.5,0.1,21.5,883,Balanced
135,37.5,38.0,49.8,7.1,40.3,455,Unbalanced
78,35.3,94.8,40.4,2.4,46.8,626,Unbalanced
53,41.2,82.3,5.8,8.2,31.5,554,Balanced
420,49.7,36.4,36.2,5.0,40.0,119,Unbalanced
576,7.0,23.0,2.7,0.6,17.4,595,Unbalanced
344,27.9,54.4,4.3,4.1,21.1,995,Balanced
373,45.2,51.1,5.7,8.8,24.1,987,Balanced
106,35.4,21.9,20.3,5.8,42.5,992,Unbalanced
52,44.0,17.8,33.6,5.5,35.8,151,Unbalanced
436,42.9,64.7,15.2,6.8,40.1,659,Balanced
421,41.9,29.8,28.8,5.0,47.7,831,Unbalanced
542,7.0,32.0,9.5,6.9,5.3,433,Unbalanced
302,17.8,53.2,39.9,0.4,21.8,20,Balanced
583,7.1,8.1,44.5,5.3,44.6,590,Unbalanced
424,42.8,81.3,1.8,8.2,27.4,445,Balanced
578,28.9,48.4,36.8,3.6,37.2,465,Balanced
288,20.7,61.8,11.0,7.3,2.7,160,Balanced
133,34.5,97.3,44.6,8.1,20.0,530,Balanced
427,34.3,83.0,43.0,7.3,38.0,594,Balanced
94,28.6,24.8,19.6,6.1,40.8,173,Unbalanced
538,46.6,7.7,4.1,7.6,12.9,842,Balanced
578,36.5,94.6,2.1,3.6,12.9,523,Balanced
443,49.7,18.4,20.2,8.2,0.7,412,Balanced
222,39.3,84.6,44.2,0.3,17.2,173,Unbalanced
223,11.3,98.8,27.0,9.1,0.0,131,Balanced
575,10.6,32.7,27.4,6.3,26.6,362,Unbalanced
373,22.2,55.8,17.4,6.3,8.4,396,Balanced
217,48.6,93.0,30.4,0.6,20.2,720,Unbalanced
415,22.0,45.9,21.0,7.5,34.2,689,Balanced
217,35.0,39.3,7.3,6.4,13.2,362,Balanced
430,23.1,34.5,34.6,7.5,40.0,849,Balanced
294,39.9,48.1,47.3,9.5,39.3,652,Balanced
160,23.1,90.3,44.0,3.2,18.8,175,Unbalanced
157,36.6,66.1,19.5,3.6,18.2,809,Unbalanced
485,29.5,35.3,30.8,5.5,12.5,765,Balanced
519,30.2,35.0,23.8,1.1,3.4,237,Balanced
532,47.4,11.9,7.7,5.6,23.2,968,Unbalanced
590,34.3,75.0,22.3,1.2,2.3,915,Balanced
53,48.9,84.6,36.1,3.7,29.2,155,Unbalanced
469,23.1,63.0,38.5,4.1,30.7,11,Balanced
580,33.0,40.4,47.6,8.9,6.4,390,Balanced
453,7.4,85.1,25.4,4.7,9.2,358,Unbalanced
254,41.9,17.2,23.9,4.6,19.1,272,Unbalanced
569,43.4,6.4,44.4,9.2,41.7,175,Balanced
475,5.8,58.0,39.8,7.8,4.6,664,Balanced
51,11.5,26.0,27.4,3.9,38.6,631,Unbalanced
506,30.5,46.8,46.6,8.4,18.4,401,Balanced
591,48.3,49.7,49.3,1.1,1.5,749,Balanced
292,37.5,57.2,21.8,3.4,32.2,494,Unbalanced
228,44.7,5.0,35.5,8.6,14.3,741,Balanced
366,11.0,17.8,43.8,4.0,27.1,296,Balanced
268,36.0,99.6,18.6,8.5,19.6,919,Balanced
218,34.2,6.4,8.7,8.1,0.0,628,Balanced
123,8.0,79.1,44.4,5.9,18.7,815,Balanced
147,37.4,50.3,39.7,5.5,12.1,838,Unbalanced
451,8.6,82.4,8.5,6.6,24.7,321,Unbalanced
308,2.7,34.8,46.5,2.4,41.9,839,Balanced
328,15.7,90.2,37.5,8.7,22.4,398,Balanced
551,42.8,92.9,2.4,4.5,48.5,739,Balanced
168,6.4,70.5,20.4,2.4,9.3,293,Balanced
115,13.1,6.4,46.4,3.4,21.4,41,Unbalanced
284,5.6,56.2,8.9,1.5,24.7,966,Balanced
228,26.2,6.9,38.0,3.0,15.5,971,Unbalanced
369,26.8,94.5,48.3,8.0,8.1,407,Balanced
279,25.2,48.5,36.6,9.8,1.4,628,Balanced
91,32.4,62.4,48.4,7.0,39.0,63,Unbalanced
222,14.3,84.6,40.3,7.0,38.2,338,Balanced
559,22.0,45.9,8.3,7.3,26.1,79,Balanced
446,48.7,70.1,9.8,1.8,2.1,164,Balanced
474,16.2,77.2,25.5,9.4,11.3,692,Balanced
283,14.0,83.8,4.6,0.9,1.0,692,Balanced
559,2.6,96.6,18.2,9.1,19.7,599,Balanced
536,11.6,59.8,9.8,0.5,45.4,983,Unbalanced
538,21.4,69.0,4.2,5.6,8.1,946,Balanced
192,1.8,94.1,25.1,1.9,41.0,390,Unbalanced
327,12.7,5.4,24.4,3.5,47.9,54,Balanced
158,8.6,30.3,8.2,3.3,4.1,0,Balanced
496,25.7,53.9,40.9,9.0,36.7,719,Balanced
78,18.5,33.8,33.2,2.5,28.6,592,Unbalanced
321,21.6,66.7,39.7,2.7,6.5,191,Balanced
291,41.5,10.8,19.4,5.8,45.6,923,Unbalanced
518,26.3,51.9,29.0,2.3,8.4,56,Balanced
188,34.9,97.4,39.6,9.6,6.9,365,Balanced
533,45.2,12.0,38.3,4.1,44.8,21,Balanced
364,31.4,95.1,14.4,0.4,23.5,913,Balanced
442,3.4,88.5,25.2,0.9,48.0,560,Unbalanced
528,44.7,34.9,46.0,9.6,28.8,42,Balanced
569,43.7,25.2,44.6,8.0,39.6,875,Balanced
156,2.7,35.5,13.6,1.5,38.7,760,Unbalanced
550,6.2,56.3,40.6,7.1,23.8,438,Unbalanced
322,13.6,9.4,12.4,5.1,21.2,151,Balanced
317,32.9,27.8,14.4,0.7,2.2,832,Unbalanced
339,42.1,49.7,45.4,7.8,14.9,285,Balanced
363,38.7,5.0,4.6,4.4,39.2,435,Unbalanced
281,45.4,32.6,14.7,3.3,17.7,17,Balanced
555,13.9,53.1,6.8,3.6,7.2,927,Balanced
119,46.9,16.6,8.5,6.5,32.8,389,Balanced
551,44.2,38.6,25.5,0.9,29.2,823,Balanced
171,8.5,5.2,30.1,7.2,47.9,170,Balanced
494,33.1,92.0,46.6,3.6,30.3,156,Balanced
247,2.6,48.7,7.7,7.9,14.3,760,Balanced
363,19.8,84.7,16.4,3.6,46.1,595,Balanced
242,11.6,97.5,14.1,4.4,32.9,505,Balanced
589,24.5,24.1,20.8,8.6,2.9,661,Balanced
264,16.7,11.1,4.1,2.6,16.7,195,Balanced
402,2.4,77.0,25.6,4.2,21.6,883,Unbalanced
554,39.7,86.3,38.2,2.5,47.1,143,Balanced
572,42.3,29.4,40.5,1.8,29.1,139,Balanced
154,35.6,48.7,2.1,1.4,37.3,594,Unbalanced
217,1.5,89.4,19.5,0.3,40.3,656,Unbalanced
51,44.7,53.3,34.5,2.1,39.9,604,Unbalanced
527,29.5,27.7,2.1,5.5,14.7,237,Balanced
284,39.8,58.5,32.8,8.4,20.5,293,Balanced
348,21.9,79.9,21.8,1.5,48.3,941,Balanced
173,30.2,63.0,45.4,4.3,40.5,532,Unbalanced
377,9.8,88.1,33.2,1.0,26.5,427,Balanced
472,4.2,24.6,32.4,0.1,44.9,753,Unbalanced
131,40.3,29.3,38.3,6.7,5.9,863,Unbalanced
52,10.5,96.5,27.6,8.3,34.2,265,Balanced
295,30.7,90.5,28.5,3.9,21.9,171,Unbalanced
370,25.3,18.0,18.2,8.3,15.8,140,Balanced
317,40.7,93.1,7.8,8.9,27.3,908,Balanced
145,47.2,25.9,12.3,3.2,40.9,805,Unbalanced
512,5.0,57.1,34.9,1.8,32.3,692,Unbalanced
199,35.9,81.1,17.7,1.7,20.0,981,Unbalanced
336,5.6,28.8,10.0,3.0,1.8,77,Balanced
293,47.7,66.7,17.6,7.2,18.9,950,Unbalanced
304,9.1,99.9,25.3,3.5,12.2,120,Balanced
257,43.7,71.4,28.6,4.7,8.9,484,Unbalanced
235,11.2,40.0,7.5,6.2,25.2,300,Balanced
257,37.2,43.8,34.9,6.1,9.1,273,Unbalanced
56,39.3,34.5,19.2,3.4,41.5,469,Unbalanced
108,6.1,27.0,13.1,0.3,18.1,505,Balanced
139,14.5,21.2,46.8,6.8,27.8,587,Balanced
516,9.3,99.9,31.3,2.1,35.0,738,Unbalanced
129,1.8,16.6,15.4,8.8,6.3,899,Balanced
503,1.3,7.4,42.7,1.9,1.5,568,Unbalanced
583,8.7,71.4,43.4,6.7,19.1,701,Balanced
495,14.5,72.9,18.8,7.7,7.3,185,Balanced
558,45.8,84.8,18.9,4.4,19.6,120,Balanced
595,12.1,96.6,11.3,4.2,7.6,868,Balanced
517,13.6,36.5,12.8,2.3,13.9,469,Balanced
437,9.7,36.7,10.7,5.7,30.6,812,Balanced
584,49.2,50.1,36.1,0.1,47.8,477,Balanced
395,45.5,12.6,32.4,4.1,16.9,413,Unbalanced
504,16.8,53.9,5.5,1.1,14.5,896,Balanced
393,33.9,23.7,8.4,7.4,5.8,535,Balanced
337,5.1,65.1,49.6,2.8,37.2,395,Unbalanced
109,24.9,54.8,12.5,6.5,48.6,352,Unbalanced
562,18.8,14.9,23.2,4.6,37.1,899,Balanced
543,6.0,86.3,22.4,0.0,36.3,974,Balanced
200,16.9,66.1,24.0,7.0,46.4,47,Balanced
287,21.9,25.0,26.4,8.9,12.8,447,Balanced
389,28.7,11.5,24.3,4.0,21.5,260,Balanced
518,14.6,66.1,40.7,7.9,3.0,256,Balanced
467,43.0,29.1,27.1,4.2,25.7,555,Unbalanced
251,24.7,28.7,14.9,8.1,45.2,216,Balanced
215,43.6,20.5,44.8,1.6,41.8,138,Unbalanced
335,15.7,68.2,11.0,4.3,47.2,935,Balanced
237,39.8,35.5,22.1,5.3,15.9,586,Balanced
487,4.7,56.4,1.4,8.4,34.6,246,Balanced
421,13.5,89.1,7.1,7.7,39.3,708,Balanced
278,8.8,7.6,24.1,8.6,7.9,283,Balanced
582,5.5,13.9,4.0,9.8,26.2,983,Balanced
245,1.9,86.6,28.5,5.5,24.1,225,Unbalanced
52,15.8,58.7,12.3,5.4,33.1,162,Unbalanced
362,33.0,70.9,24.7,0.6,30.9,48,Unbalanced
78,11.4,92.0,36.4,7.5,47.0,196,Unbalanced
428,15.9,88.3,44.2,6.4,33.9,589,Balanced
587,2.2,61.7,45.1,7.1,41.3,339,Unbalanced
74,18.4,54.3,13.3,4.1,22.1,484,Unbalanced
537,26.6,93.8,25.9,3.7,22.4,503,Balanced
600,39.4,74.9,41.7,4.5,46.8,351,Balanced
161,12.2,21.8,38.5,4.6,16.6,647,Balanced
332,40.0,70.4,44.3,0.1,36.1,13,Unbalanced
140,46.3,50.0,10.0,4.9,9.4,395,Unbalanced
411,17.8,53.7,43.0,3.2,12.5,497,Balanced
379,20.9,42.1,35.9,6.0,1.7,238,Balanced
517,22.5,79.2,27.7,6.9,49.3,842,Balanced
200,31.2,7.9,17.9,1.3,9.5,383,Unbalanced
345,24.1,66.1,45.1,2.2,40.2,161,Balanced
298,42.6,47.5,14.2,5.0,26.3,800,Balanced
415,31.5,33.9,48.6,1.9,29.6,326,Balanced
152,35.0,46.4,23.8,9.4,25.8,62,Balanced
381,39.6,78.1,32.1,0.8,39.0,134,Unbalanced
328,23.2,20.3,23.2,6.7,46.7,677,Balanced
329,6.9,77.9,22.1,0.4,3.2,158,Unbalanced
495,20.4,77.7,12.1,0.7,15.7,685,Balanced
557,37.9,31.5,49.3,3.6,7.4,986,Balanced
149,39.2,41.3,19.1,0.6,42.9,390,Unbalanced
578,22.4,15.2,2.0,9.3,8.6,951,Balanced
165,12.8,23.4,36.8,6.6,41.7,19,Balanced
566,7.7,52.9,12.6,10.0,22.0,980,Balanced
269,46.0,95.8,24.9,8.5,35.0,267,Balanced
263,8.4,76.9,16.4,5.4,9.6,26,Balanced
463,7.6,53.5,45.4,0.6,23.8,794,Balanced
420,34.1,41.2,39.4,4.7,41.6,269,Balanced
148,49.8,35.0,44.8,2.2,40.2,598,Unbalanced
66,7.1,62.3,41.9,5.2,31.5,783,Unbalanced
585,49.7,12.0,4.9,1.5,5.2,624,Balanced
161,44.8,22.6,9.1,5.7,17.6,453,Balanced
546,48.6,76.7,37.2,2.9,8.6,495,Balanced
347,36.0,8.5,29.5,0.3,48.7,462,Unbalanced
207,15.0,68.8,31.7,9.8,1.6,376,Balanced
595,36.0,14.1,37.0,7.4,36.7,95,Balanced
271,38.9,62.5,44.1,3.9,15.5,853,Unbalanced
596,27.2,57.8,33.1,8.5,38.3,89,Balanced
296,9.8,11.4,7.3,8.9,3.4,382,Balanced
510,32.1,83.8,21.5,6.5,16.4,422,Balanced
436,41.3,74.7,45.8,4.2,25.4,722,Unbalanced
64,48.2,90.0,10.8,3.2,5.9,316,Unbalanced
507,46.7,59.8,7.2,4.0,23.5,697,Balanced
114,45.8,13.1,33.2,3.0,38.4,540,Balanced
485,40.6,95.1,4.9,3.1,1.7,433,Balanced
235,25.1,73.2,41.4,6.6,45.8,927,Unbalanced
321,14.1,69.7,25.8,1.4,49.7,522,Balanced
235,21.0,67.2,22.7,9.9,42.9,947,Balanced
164,11.6,38.4,27.9,1.6,26.1,344,Balanced
282,1.7,61.1,5.2,8.4,14.3,798,Balanced
554,45.9,89.6,39.3,1.9,41.2,609,Balanced
523,16.4,72.3,35.5,5.7,0.9,533,Balanced
428,32.1,51.8,33.6,9.1,24.8,438,Balanced
346,31.6,11.4,30.7,2.8,12.7,950,Unbalanced
330,42.3,87.0,12.8,2.9,28.6,701,Balanced
358,17.6,76.8,9.9,4.9,36.6,147,Balanced
331,39.0,8.7,13.5,3.6,26.0,706,Unbalanced
289,21.1,43.0,3.8,2.6,27.0,775,Balanced
440,41.8,11.3,36.6,5.7,35.4,805,Unbalanced
131,20.9,14.5,13.1,8.5,2.5,834,Balanced
465,14.1,69.6,49.9,7.9,46.6,701,Balanced
70,29.8,47.5,31.5,9.1,18.2,456,Balanced
463,38.3,32.0,46.2,1.6,20.1,789,Balanced
324,32.1,77.7,19.4,9.0,47.9,292,Balanced
368,46.0,99.1,29.0,4.9,49.8,284,Unbalanced
193,28.4,6.1,31.8,0.8,5.0,432,Unbalanced
396,17.6,45.5,43.4,0.6,18.6,377,Balanced
260,16.3,26.2,22.5,0.4,34.5,696,Balanced
342,38.2,22.9,33.2,2.6,36.3,292,Unbalanced
307,35.5,30.3,32.6,5.3,20.1,878,Unbalanced
58,24.8,59.5,39.5,0.0,7.5,175,Unbalanced
516,34.9,49.9,5.3,8.6,27.3,15,Balanced
543,21.5,14.7,17.5,9.7,42.0,97,Balanced
497,17.4,99.3,15.9,7.7,6.0,435,Balanced
515,45.5,60.7,36.4,5.8,45.6,648,Balanced
391,20.8,87.5,9.9,8.8,0.0,389,Balanced
566,27.2,48.8,23.4,9.9,39.8,610,Balanced
144,17.4,39.1,7.7,5.6,49.3,13,Unbalanced
175,29.6,99.4,39.4,5.9,3.1,165,Unbalanced
368,41.2,51.4,16.3,3.3,26.9,654,Balanced
307,1.5,74.4,46.6,4.2,37.4,158,Unbalanced
582,1.7,44.7,2.6,5.9,37.2,541,Unbalanced
245,41.3,95.0,29.0,6.5,23.7,940,Unbalanced
313,19.5,39.0,16.1,1.3,27.4,298,Balanced
445,3.3,88.9,26.4,2.6,1.5,412,Unbalanced
430,49.1,49.8,24.8,8.4,0.4,169,Balanced
243,6.7,40.3,28.8,5.6,29.0,399,Balanced
546,36.2,81.9,42.2,4.3,27.8,778,Balanced
51,31.9,91.6,43.2,6.3,38.6,326,Unbalanced
280,1.2,65.5,40.5,9.8,48.2,896,Balanced
243,21.5,22.2,32.7,9.3,5.8,791,Balanced
421,31.4,42.1,14.3,9.4,8.7,631,Balanced
366,29.6,64.2,26.6,7.1,15.0,757,Balanced
426,10.5,67.6,13.8,8.7,2.5,820,Balanced
204,28.2,62.7,40.3,9.9,31.8,12,Balanced
225,40.6,97.0,8.3,3.2,47.4,410,Balanced
307,20.1,11.0,21.9,2.8,16.4,5,Balanced
405,30.0,68.0,35.0,3.9,49.3,425,Balanced
362,6.3,53.9,15.0,9.3,40.5,702,Balanced
234,41.8,82.1,24.4,4.8,36.7,360,Unbalanced
437,25.6,68.2,34.1,1.8,17.9,530,Balanced
185,46.2,82.6,35.5,3.8,36.2,287,Unbalanced
101,20.5,91.9,37.3,0.1,25.8,997,Unbalanced
210,6.7,19.3,43.4,8.8,12.2,288,Balanced
74,22.1,88.7,23.3,8.3,17.3,522,Balanced
393,10.7,78.6,36.3,5.6,5.2,631,Balanced
580,39.1,63.0,8.2,5.2,11.8,376,Balanced
383,47.1,34.9,19.5,8.9,9.4,190,Balanced
71,22.0,41.0,15.5,0.4,29.6,656,Unbalanced
361,32.7,9.5,37.0,2.3,33.9,921,Unbalanced
325,39.1,93.2,48.2,1.8,7.2,98,Unbalanced
161,49.5,35.7,39.5,4.8,15.9,649,Unbalanced
95,48.9,6.2,11.1,9.1,42.9,414,Balanced
378,11.4,98.3,9.8,9.9,11.9,206,Balanced
265,23.2,51.7,44.7,2.1,14.7,811,Unbalanced
75,2.0,96.5,48.1,1.7,9.2,538,Balanced
244,26.1,38.5,32.6,5.4,48.9,544,Balanced
298,41.0,63.3,7.6,2.3,40.7,85,Balanced
166,48.5,20.2,14.3,9.8,0.5,542,Balanced
235,48.1,54.1,14.4,4.9,30.4,283,Unbalanced
356,29.9,24.1,14.3,1.3,12.7,357,Balanced
400,31.1,45.5,37.7,7.9,47.6,332,Balanced
137,12.4,26.3,15.3,4.3,44.6,518,Unbalanced
379,45.9,30.7,14.8,0.2,39.7,428,Unbalanced
196,46.4,44.4,39.5,9.9,44.4,403,Balanced
66,34.2,58.7,23.3,6.1,24.3,636,Unbalanced
463,22.9,57.1,49.8,6.7,44.7,249,Balanced
88,46.2,60.0,41.4,7.3,37.5,499,Unbalanced
98,5.2,47.4,23.6,0.1,0.2,432,Balanced
371,45.4,95.9,12.9,5.3,9.1,548,Balanced
122,28.2,59.7,22.7,0.3,5.3,337,Unbalanced
241,49.4,68.7,26.0,2.7,26.3,374,Unbalanced
278,4.5,5.4,9.9,3.2,22.0,853,Balanced
319,47.8,6.7,2.2,0.4,12.6,10,Unbalanced
486,40.2,89.4,37.5,4.7,24.4,850,Balanced
174,49.7,40.2,36.4,3.9,7.0,946,Unbalanced
477,44.4,9.5,43.9,3.3,13.7,325,Unbalanced
211,5.1,5.5,47.5,4.0,29.9,860,Unbalanced
255,26.3,88.8,14.1,0.6,43.0,170,Unbalanced
160,6.8,35.5,41.7,6.1,3.9,961,Balanced
345,17.0,89.9,14.2,3.4,22.4,589,Balanced
429,25.2,35.6,47.8,1.8,18.2,263,Balanced
539,35.3,40.0,5.1,2.0,37.2,749,Balanced
454,30.9,22.8,18.9,1.7,35.9,392,Balanced
438,21.9,55.2,37.3,9.8,39.3,29,Balanced
359,8.8,83.1,15.3,6.0,27.4,595,Unbalanced
111,17.9,52.1,45.2,0.4,18.1,758,Unbalanced
422,36.2,31.3,36.6,5.7,43.2,299,Balanced
517,33.1,6.1,33.6,3.8,35.8,487,Balanced
173,29.9,32.3,8.8,5.7,37.7,502,Unbalanced
254,40.2,98.7,12.7,9.6,18.0,466,Balanced
74,30.6,31.2,44.2,1.4,44.2,190,Unbalanced
374,26.5,81.0,47.8,9.0,44.5,456,Balanced
475,20.5,5.5,33.7,2.4,6.0,884,Balanced
215,33.1,11.9,20.5,6.4,37.9,749,Unbalanced
517,39.9,9.4,47.5,7.1,12.9,508,Balanced
210,30.1,95.0,7.0,0.4,41.2,432,Balanced
433,29.0,94.8,4.5,1.0,29.5,325,Balanced
225,23.4,58.9,6.6,5.4,16.4,167,Balanced
517,32.9,93.2,43.2,3.0,37.4,534,Balanced
