Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
529,18.5,10.8,5.2,1.8,26.4,272,Unbalanced
566,10.8,27.2,48.3,8.9,38.2,671,Unbalanced
505,10.1,29.0,16.0,8.2,45.8,281,Balanced
262,47.5,17.7,18.8,0.8,12.3,907,Unbalanced
474,37.9,13.8,46.4,0.4,46.5,104,Unbalanced
186,16.5,18.5,10.9,0.7,26.5,342,Unbalanced
127,36.9,23.0,43.9,4.4,11.2,78,Unbalanced
511,31.0,79.6,39.4,0.2,46.8,918,Balanced
373,2.2,63.0,22.5,6.3,17.4,409,Unbalanced
413,25.5,95.0,49.0,0.3,6.3,909,Balanced
514,4.1,36.0,1.2,8.4,21.6,47,Unbalanced
480,31.5,49.5,30.7,7.5,49.7,931,Balanced
532,25.2,48.5,13.6,4.2,46.1,787,Balanced
551,44.1,21.1,36.3,1.4,42.9,754,Unbalanced
109,40.5,22.4,41.8,1.4,33.4,446,Unbalanced
385,18.6,72.1,30.2,7.3,25.3,907,Balanced
453,14.8,90.5,19.3,3.1,8.9,735,Balanced
348,1.9,83.9,34.2,6.3,3.7,438,Balanced
367,46.7,42.6,22.7,5.3,33.8,97,Balanced
311,37.9,7.5,39.4,9.7,8.5,128,Unbalanced
410,19.8,37.7,6.2,2.3,28.2,628,Unbalanced
255,19.0,9.4,3.1,2.5,31.6,560,Unbalanced
410,48.5,14.3,18.6,1.0,34.2,246,Unbalanced
205,45.8,43.8,49.1,7.9,27.6,534,Unbalanced
78,35.8,69.6,8.1,4.2,19.3,305,Unbalanced
208,11.9,28.0,32.9,4.8,22.2,813,Balanced
199,10.6,86.1,14.4,4.8,16.3,929,Balanced
258,2.7,13.5,30.1,9.7,17.5,856,Unbalanced
520,11.4,57.3,41.7,8.5,40.0,351,Unbalanced
408,4.3,6.1,3.3,2.5,43.9,992,Unbalanced
336,46.4,46.9,8.1,9.4,26.4,661,Balanced
550,31.9,26.2,27.5,7.0,41.2,95,Balanced
155,5.5,40.3,29.4,1.0,31.4,971,Unbalanced
96,49.2,90.9,48.2,1.2,8.2,180,Unbalanced
329,21.1,45.3,20.1,0.7,7.1,317,Balanced
258,49.0,13.1,25.5,2.5,33.8,633,Unbalanced
447,4.3,34.7,46.6,7.4,33.9,479,Unbalanced
61,44.9,68.2,28.7,3.2,0.7,948,Balanced
60,32.6,77.9,31.3,8.5,34.1,178,Unbalanced
422,23.4,13.7,25.0,2.2,27.0,462,Unbalanced
491,23.6,33.5,24.2,6.2,44.3,239,Balanced
199,11.3,75.1,29.8,9.1,29.7,725,Balanced
78,14.5,80.1,49.8,6.9,34.7,846,Unbalanced
588,29.2,14.5,33.0,7.1,28.9,449,Balanced
520,3.5,46.3,9.7,1.7,1.1,394,Unbalanced
66,45.9,30.0,6.3,0.8,27.9,365,Unbalanced
225,39.2,59.7,6.0,6.0,9.8,8,Balanced
399,25.8,51.2,9.0,6.2,44.5,922,Balanced
593,46.3,94.6,38.9,10.0,13.3,389,Balanced
183,3.9,29.5,20.8,8.5,9.2,872,Balanced
460,5.6,96.2,23.4,5.6,30.4,851,Unbalanced
458,8.8,23.6,19.2,7.9,13.4,219,Unbalanced
463,40.1,28.0,32.1,2.6,40.1,59,Unbalanced
484,46.7,23.2,5.3,5.6,43.2,329,Unbalanced
152,14.0,74.9,6.5,8.7,16.6,424,Unbalanced
421,13.4,74.7,41.8,8.0,7.1,903,Balanced
194,27.8,32.3,48.4,6.2,4.5,193,Balanced
573,25.0,76.1,16.2,6.7,6.7,279,Balanced
436,42.2,64.7,24.5,2.7,36.4,168,Unbalanced
257,17.4,81.2,10.2,5.6,28.5,392,Balanced
127,33.2,43.5,25.6,1.2,47.3,813,Unbalanced
422,14.8,92.7,19.1,7.2,16.8,766,Balanced
501,2.1,9.6,48.8,4.7,35.6,805,Unbalanced
513,5.2,19.5,44.8,7.4,16.3,433,Unbalanced
169,49.0,80.0,3.8,6.8,6.9,825,Balanced
399,36.3,34.9,23.8,3.3,22.0,858,Unbalanced
388,3.4,74.1,47.6,0.5,30.8,460,Unbalanced
401,43.1,58.7,43.8,2.8,12.5,839,Unbalanced
445,45.3,60.0,41.4,0.2,12.3,623,Unbalanced
137,22.5,40.2,29.0,8.0,14.1,254,Unbalanced
144,33.0,53.2,22.5,3.1,22.0,430,Unbalanced
188,11.8,7.5,29.4,0.7,2.5,162,Balanced
233,23.4,87.6,16.5,4.0,33.9,119,Unbalanced
246,22.6,86.8,12.5,4.5,22.7,519,Unbalanced
113,17.0,39.3,35.8,5.1,41.8,804,Unbalanced
494,33.7,71.9,25.9,1.2,9.5,419,Balanced
477,26.1,97.1,10.8,6.3,3.8,722,Balanced
455,11.2,76.5,49.1,3.2,43.4,452,Unbalanced
308,25.3,43.8,30.8,0.3,17.8,724,Balanced
546,24.0,49.5,19.6,9.8,20.1,303,Balanced
466,28.9,46.8,12.3,1.8,30.4,638,Balanced
575,28.1,10.4,11.4,6.9,30.4,439,Balanced
297,41.3,62.3,18.7,5.5,40.2,802,Unbalanced
243,30.7,5.7,36.1,9.5,12.6,93,Unbalanced
450,5.7,98.3,7.8,8.5,25.6,180,Unbalanced
549,21.8,34.3,2.7,0.8,32.8,468,Unbalanced
145,35.5,72.7,48.4,1.9,36.7,750,Unbalanced
587,1.3,49.2,19.2,9.5,34.5,843,Balanced
214,21.6,88.2,20.3,0.7,16.3,862,Unbalanced
334,12.1,51.4,32.0,0.3,16.5,633,Balanced
263,30.7,24.9,23.9,2.7,15.0,963,Unbalanced
487,31.2,52.9,26.0,3.7,4.3,243,Balanced
277,11.1,75.8,13.5,4.1,29.8,304,Balanced
277,44.2,82.2,32.6,2.4,10.3,854,Unbalanced
220,7.9,60.1,8.3,2.2,37.7,937,Balanced
56,24.1,79.7,17.6,8.5,37.4,390,Unbalanced
554,31.6,17.2,34.0,2.7,48.4,500,Unbalanced
409,40.2,42.3,13.6,1.6,47.3,173,Unbalanced
515,45.8,92.5,3.2,1.7,33.9,400,Unbalanced
270,49.0,16.3,37.4,4.1,3.0,803,Balanced
198,25.1,15.3,2.3,1.1,36.5,536,Unbalanced
486,36.5,61.9,30.3,5.3,38.4,606,Balanced
416,49.5,45.5,34.1,3.1,43.0,50,Unbalanced
450,32.0,31.3,7.7,9.2,6.6,520,Balanced
478,17.0,13.3,31.3,7.3,41.5,508,Balanced
283,8.5,14.5,13.8,2.2,27.2,761,Unbalanced
586,2.5,51.6,17.2,5.8,8.6,473,Balanced
515,21.8,28.1,20.2,4.7,47.9,699,Balanced
325,14.9,53.7,31.2,4.3,44.8,85,Balanced
314,4.6,30.6,32.7,2.4,34.0,0,Unbalanced
165,3.1,97.3,31.2,6.3,32.4,750,Unbalanced
278,17.2,67.7,3.8,9.0,42.1,777,Balanced
553,10.5,54.0,33.8,6.7,45.8,926,Unbalanced
595,23.5,18.2,30.1,1.9,9.9,788,Balanced
371,46.4,95.3,6.1,3.2,1.0,80,Balanced
235,13.1,82.0,23.4,1.7,22.5,421,Unbalanced
341,26.1,7.8,18.8,4.5,10.5,5,Balanced
57,20.1,22.7,49.9,7.6,25.5,733,Unbalanced
216,3.2,39.6,17.7,1.1,45.4,76,Unbalanced
331,28.3,93.4,19.8,5.2,34.5,392,Balanced
585,25.6,83.5,41.3,3.7,44.1,778,Balanced
494,41.8,16.1,36.2,0.6,6.3,112,Balanced
289,20.6,79.3,2.6,5.2,7.0,413,Balanced
193,26.3,99.3,24.4,8.3,26.5,99,Unbalanced
148,49.6,78.0,36.0,4.5,16.6,81,Unbalanced
423,40.6,67.0,42.5,3.5,7.9,656,Balanced
525,48.8,57.9,21.7,5.1,30.0,476,Unbalanced
456,8.0,68.0,18.8,9.4,31.4,480,Balanced
434,43.8,57.6,4.9,8.8,41.3,186,Balanced
597,21.6,35.3,14.2,3.1,37.3,753,Balanced
571,1.8,23.1,16.0,0.6,14.3,511,Unbalanced
313,12.8,50.1,40.9,7.4,29.0,646,Balanced
246,12.7,27.5,44.9,0.5,6.8,858,Unbalanced
229,23.9,74.3,46.8,7.2,12.1,62,Unbalanced
237,20.2,98.6,24.1,4.7,26.6,411,Balanced
60,11.4,68.9,23.7,5.8,27.4,586,Unbalanced
525,9.5,34.6,14.6,1.3,40.3,818,Unbalanced
538,29.6,96.9,3.8,3.3,33.6,101,Balanced
346,27.8,71.1,45.3,0.8,40.1,292,Unbalanced
436,22.5,78.5,3.6,4.2,46.1,252,Balanced
370,6.6,79.0,47.1,2.5,12.7,918,Unbalanced
159,9.5,71.5,40.4,5.2,7.2,544,Balanced
84,47.3,80.9,8.3,0.5,48.6,956,Unbalanced
488,47.0,52.6,36.1,0.8,41.6,264,Unbalanced
588,14.1,54.6,33.0,4.4,11.7,935,Balanced
178,28.2,47.9,13.8,10.0,2.0,620,Balanced
192,4.5,18.7,10.3,2.1,6.0,630,Unbalanced
471,23.6,80.4,45.7,4.2,4.2,550,Balanced
245,40.6,31.2,6.8,1.8,24.6,768,Balanced
260,17.8,96.0,6.8,4.8,38.3,472,Balanced
427,20.0,90.8,11.4,2.3,29.5,346,Balanced
191,10.3,46.8,25.2,3.1,13.9,722,Balanced
140,2.9,63.5,19.6,9.8,22.2,634,Unbalanced
372,18.2,47.7,28.6,8.4,10.9,590,Balanced
242,44.5,25.0,38.2,9.8,35.9,914,Unbalanced
87,10.3,74.2,39.7,4.9,15.1,59,Unbalanced
213,32.4,49.0,21.5,6.7,32.3,479,Unbalanced
269,23.4,84.6,28.1,3.6,3.3,413,Balanced
277,10.7,64.5,23.0,9.1,42.3,613,Balanced
336,29.6,99.7,25.4,0.5,11.3,237,Unbalanced
160,49.8,50.9,40.8,2.9,8.9,434,Unbalanced
254,46.5,46.1,49.7,7.7,22.8,725,Unbalanced
449,8.5,40.3,48.3,4.7,6.4,555,Balanced
495,29.5,93.4,18.7,9.5,33.8,951,Balanced
150,26.9,6.0,22.2,1.6,8.8,611,Unbalanced
335,24.7,57.0,4.1,5.3,2.5,212,Balanced
298,6.0,90.9,34.0,4.5,21.4,766,Unbalanced
303,2.0,9.7,49.4,9.1,3.8,824,Balanced
335,26.1,88.4,5.2,1.1,49.7,391,Unbalanced
401,28.3,21.5,10.5,0.3,45.0,99,Balanced
120,40.1,38.9,21.9,4.7,4.3,168,Unbalanced
74,6.7,63.4,25.2,7.9,43.9,165,Unbalanced
598,9.2,35.1,34.9,4.9,18.6,673,Unbalanced
337,46.3,62.9,5.9,8.6,18.2,690,Unbalanced
538,42.3,98.2,27.5,0.4,40.3,871,Unbalanced
393,32.0,94.0,28.7,3.2,17.3,329,Balanced
299,39.8,70.2,20.3,5.2,45.4,942,Unbalanced
267,19.0,7.6,21.8,7.5,3.9,864,Balanced
336,33.8,40.5,19.0,4.1,8.1,928,Balanced
447,39.7,72.2,14.4,7.8,4.2,924,Balanced
300,41.3,76.3,11.7,9.8,47.0,61,Unbalanced
346,17.9,25.6,30.4,5.1,48.1,827,Balanced
334,17.3,41.5,26.0,0.7,21.3,774,Balanced
406,7.3,82.5,36.6,1.8,36.5,920,Unbalanced
263,24.3,34.0,6.5,0.1,46.0,750,Balanced
351,38.3,97.3,18.9,4.1,13.2,976,Unbalanced
171,6.6,30.0,29.4,5.7,44.0,342,Balanced
52,30.7,85.4,10.0,9.5,25.1,24,Unbalanced
77,15.4,10.8,24.9,7.4,1.4,555,Balanced
315,21.2,64.9,33.1,4.3,24.9,187,Balanced
542,7.9,80.1,19.8,9.7,13.7,211,Balanced
273,34.3,82.5,16.5,8.3,45.6,145,Unbalanced
282,6.7,72.5,45.6,8.8,19.6,858,Unbalanced
532,25.3,90.1,19.7,1.0,47.8,892,Balanced
179,45.7,11.2,7.6,4.8,4.9,66,Unbalanced
349,43.5,8.5,38.1,2.9,12.9,336,Unbalanced
576,1.0,29.2,32.8,3.3,43.9,680,Unbalanced
579,32.4,29.6,15.7,4.5,32.1,13,Balanced
459,25.6,61.7,36.9,1.1,10.7,735,Balanced
138,2.1,94.0,42.6,0.3,44.4,562,Unbalanced
409,26.0,52.1,16.5,1.0,38.5,253,Balanced
436,18.3,43.0,39.0,7.2,4.9,956,Balanced
485,19.1,83.0,46.5,6.8,4.1,384,Balanced
237,20.6,47.6,6.6,8.4,30.5,543,Balanced
375,26.1,28.7,19.5,3.4,14.7,225,Balanced
125,42.3,57.4,42.6,2.5,21.6,812,Unbalanced
527,21.2,58.3,48.1,1.3,30.7,175,Unbalanced
398,47.1,40.8,27.4,7.2,40.3,338,Unbalanced
356,5.5,56.0,28.6,5.1,29.9,839,Balanced
524,27.5,23.4,11.6,1.7,39.5,706,Unbalanced
271,49.6,8.5,8.9,5.4,9.0,72,Balanced
545,48.7,5.6,47.4,3.9,20.6,309,Unbalanced
270,36.5,24.5,5.0,0.5,4.1,277,Unbalanced
281,30.3,59.4,48.4,8.3,42.0,511,Unbalanced
444,17.1,64.5,30.0,4.0,32.6,376,Balanced
101,23.6,83.2,18.5,1.1,30.1,947,Unbalanced
423,4.6,62.7,38.6,3.0,35.2,838,Balanced
441,47.0,27.5,10.1,1.3,32.8,686,Unbalanced
325,32.8,89.9,21.0,6.6,49.3,317,Unbalanced
395,41.6,90.8,19.8,4.3,21.6,428,Unbalanced
456,24.8,13.5,33.7,7.1,43.4,503,Balanced
52,9.6,62.5,34.8,1.3,16.2,726,Unbalanced
457,2.4,95.5,24.8,9.6,45.6,200,Unbalanced
403,41.0,53.2,18.2,9.4,19.8,547,Balanced
174,23.2,40.1,49.3,6.5,28.1,142,Unbalanced
263,4.6,75.2,43.5,3.4,44.4,300,Unbalanced
599,46.2,27.1,31.9,4.4,27.2,355,Balanced
60,1.2,64.7,10.2,6.8,36.2,790,Unbalanced
524,30.3,91.5,33.7,0.8,5.9,669,Balanced
588,30.8,55.6,23.3,3.7,29.1,874,Balanced
387,48.4,82.9,20.0,1.5,31.4,930,Unbalanced
334,4.9,88.6,8.1,3.5,14.2,313,Balanced
256,10.8,65.7,36.8,0.1,27.3,456,Unbalanced
136,22.9,22.6,27.0,8.7,5.2,60,Unbalanced
199,31.2,53.6,26.4,8.2,42.0,941,Unbalanced
560,7.9,86.5,46.2,8.6,14.2,83,Balanced
235,48.8,13.9,38.5,5.7,20.1,385,Unbalanced
344,34.4,85.4,2.6,0.3,42.6,95,Unbalanced
239,27.2,48.0,37.7,8.5,0.6,936,Balanced
482,28.0,90.7,44.8,9.0,0.9,713,Balanced
536,12.4,19.7,15.0,3.7,25.0,572,Balanced
138,13.7,14.7,37.7,6.7,30.5,13,Unbalanced
407,36.1,22.9,22.3,8.3,18.6,351,Unbalanced
474,47.3,45.4,24.8,3.4,15.5,443,Unbalanced
512,8.2,82.0,37.5,6.7,23.0,119,Balanced
285,46.1,8.7,24.9,5.8,2.7,854,Balanced
392,8.6,25.9,48.5,9.6,6.7,76,Balanced
219,40.9,67.2,37.7,2.5,2.1,760,Unbalanced
254,37.1,21.1,5.2,8.0,35.7,309,Unbalanced
123,6.4,75.8,12.1,4.2,6.3,593,Balanced
116,15.1,88.5,31.2,3.2,35.2,470,Unbalanced
255,21.0,74.4,47.2,9.8,25.2,158,Balanced
565,44.9,52.5,29.5,8.5,11.5,161,Balanced
270,32.6,96.5,5.3,3.1,10.5,828,Unbalanced
245,5.1,66.0,38.4,2.4,16.5,580,Unbalanced
327,2.7,20.4,15.1,8.8,10.2,536,Unbalanced
441,28.0,9.9,13.1,8.4,27.9,786,Balanced
312,35.9,9.9,33.7,4.8,47.2,571,Unbalanced
322,18.4,44.1,27.9,3.8,3.7,811,Balanced
196,26.2,52.5,35.9,9.3,33.2,89,Unbalanced
183,2.2,23.1,39.0,7.2,49.3,320,Balanced
449,30.3,53.1,49.8,9.9,45.3,622,Balanced
495,38.7,47.3,31.7,0.2,15.1,210,Unbalanced
76,3.1,65.8,16.2,5.1,40.2,441,Balanced
368,26.8,46.9,18.8,8.2,42.1,376,Balanced
282,2.4,98.7,23.0,7.3,30.7,180,Unbalanced
68,22.1,35.2,25.5,3.1,48.7,976,Unbalanced
583,5.6,57.7,45.2,6.7,41.2,218,Unbalanced
555,18.1,38.1,45.8,7.1,25.1,656,Balanced
71,30.1,85.9,45.6,3.9,29.2,669,Unbalanced
134,7.7,84.6,33.3,5.1,9.4,71,Balanced
522,39.1,40.7,42.1,7.0,39.2,186,Balanced
502,7.1,59.2,39.8,2.2,15.9,187,Unbalanced
548,9.4,39.2,14.0,4.2,29.9,897,Balanced
371,31.6,92.1,39.0,4.3,34.1,27,Balanced
310,12.3,73.1,14.1,3.0,14.5,556,Balanced
128,44.6,6.9,27.8,5.1,38.4,876,Unbalanced
278,49.5,95.7,4.2,7.1,36.2,188,Unbalanced
127,12.3,46.0,6.1,6.9,19.2,233,Unbalanced
200,25.0,65.6,23.5,7.8,32.9,923,Unbalanced
358,41.0,21.9,46.8,9.6,44.8,986,Unbalanced
407,27.7,62.1,27.8,3.0,28.0,917,Balanced
548,46.9,74.8,38.9,1.2,20.4,714,Balanced
68,6.4,22.4,8.5,7.0,39.9,670,Unbalanced
382,37.6,82.5,42.3,7.5,22.8,474,Unbalanced
270,33.6,18.6,17.2,4.6,15.2,642,Unbalanced
277,47.5,61.2,9.1,3.4,31.0,756,Balanced
578,43.8,76.5,41.3,1.8,7.5,888,Balanced
452,17.1,81.1,6.1,6.3,48.0,30,Balanced
329,26.1,61.2,36.2,7.1,35.8,596,Balanced
552,23.4,9.5,21.9,6.2,3.4,251,Balanced
157,26.3,44.9,11.6,5.2,5.0,426,Unbalanced
467,24.0,11.7,7.7,6.5,46.1,712,Balanced
162,5.0,94.0,37.6,6.6,37.3,102,Balanced
72,34.7,30.6,18.9,8.3,44.0,51,Unbalanced
194,28.1,57.5,3.2,7.7,10.4,760,Unbalanced
488,49.5,66.8,31.1,6.1,45.3,348,Balanced
179,17.4,99.0,30.4,7.2,3.0,267,Balanced
254,14.5,37.2,17.2,5.0,46.8,412,Balanced
272,3.2,46.1,8.0,0.8,24.8,806,Unbalanced
583,41.4,43.9,30.8,5.7,10.3,914,Balanced
413,35.5,19.9,19.9,3.8,6.2,507,Balanced
294,50.0,72.1,3.4,9.5,36.9,624,Unbalanced
174,9.6,79.5,8.5,1.3,35.9,846,Unbalanced
202,45.7,50.1,26.8,4.9,27.4,876,Unbalanced
517,10.2,68.2,42.8,6.3,16.4,67,Balanced
230,3.4,92.2,5.4,3.0,6.1,829,Balanced
318,17.2,13.3,2.2,6.9,8.5,885,Balanced
285,28.6,83.6,31.6,1.9,7.7,510,Unbalanced
145,6.5,42.5,6.8,4.6,33.6,18,Balanced
169,33.9,89.2,22.5,8.3,33.7,550,Unbalanced
530,14.0,71.0,5.6,6.3,23.4,67,Balanced
255,18.3,18.8,15.4,2.1,24.5,917,Unbalanced
276,24.4,75.4,23.2,2.6,19.6,780,Unbalanced
381,41.2,67.4,37.8,3.1,13.7,194,Unbalanced
595,4.3,54.9,10.0,2.1,25.6,245,Unbalanced
548,25.2,99.5,10.7,1.5,17.2,313,Unbalanced
236,18.8,10.2,7.6,5.7,15.6,154,Balanced
446,14.3,5.1,9.8,5.5,29.0,851,Balanced
353,6.8,5.6,4.4,1.1,28.0,521,Unbalanced
62,41.7,75.7,15.2,3.5,39.8,63,Unbalanced
539,28.0,40.5,30.3,9.8,21.4,984,Balanced
381,24.2,73.9,31.1,6.6,41.8,326,Balanced
483,36.4,77.6,14.1,3.1,0.4,970,Balanced
231,35.3,65.8,45.8,5.0,12.3,274,Unbalanced
280,14.1,15.8,18.7,8.2,11.9,166,Balanced
124,34.6,21.6,31.7,1.8,6.9,691,Unbalanced
156,24.0,11.2,15.1,4.9,13.9,656,Unbalanced
61,14.6,56.2,47.9,6.0,12.4,742,Unbalanced
488,29.8,25.2,20.8,6.7,13.6,274,Balanced
59,27.5,12.8,24.1,8.0,15.0,150,Unbalanced
589,13.0,30.9,14.9,7.3,30.7,556,Balanced
281,45.4,67.6,15.5,7.0,44.4,259,Unbalanced
569,38.9,61.8,8.0,6.3,9.5,107,Balanced
103,14.0,75.4,27.3,10.0,24.9,175,Unbalanced
560,18.0,78.5,5.6,6.6,10.9,346,Balanced
371,35.7,63.7,9.4,2.2,46.7,19,Unbalanced
315,30.1,52.7,30.1,2.9,5.7,390,Unbalanced
443,31.7,52.0,45.4,6.7,2.1,545,Balanced
517,44.2,67.5,17.9,5.0,43.7,459,Balanced
90,42.4,18.4,8.2,5.7,36.9,808,Unbalanced
184,15.7,97.1,44.5,9.6,7.2,310,Balanced
534,5.8,57.5,32.0,9.7,15.8,95,Unbalanced
177,36.7,34.8,43.1,2.4,46.9,206,Unbalanced
474,46.8,58.5,24.0,0.8,44.0,63,Unbalanced
495,21.8,85.7,47.1,2.9,28.4,290,Unbalanced
400,6.4,25.0,40.4,0.6,42.5,392,Unbalanced
217,10.5,71.0,12.5,8.6,42.1,625,Balanced
142,32.9,15.8,29.6,3.9,16.7,990,Unbalanced
500,20.9,98.4,39.6,7.6,49.6,442,Balanced
124,4.3,17.2,13.4,5.7,22.4,700,Balanced
240,45.6,28.3,26.7,2.8,25.4,483,Unbalanced
377,49.0,69.5,2.8,8.0,15.6,874,Unbalanced
528,37.2,75.1,3.4,7.5,32.1,735,Balanced
587,6.7,35.7,34.5,1.4,8.9,173,Unbalanced
194,44.1,49.1,48.4,1.1,22.6,169,Unbalanced
132,8.0,82.9,8.9,0.3,2.1,729,Balanced
113,47.7,55.7,34.3,3.2,1.1,617,Balanced
278,48.8,41.2,32.6,7.5,5.3,801,Balanced
207,14.7,51.5,14.0,3.3,29.3,125,Balanced
430,2.7,84.9,7.5,5.4,10.9,84,Unbalanced
128,21.6,79.4,9.1,5.1,44.3,324,Unbalanced
211,29.0,30.7,6.6,8.9,25.0,132,Balanced
320,39.7,82.7,14.8,6.6,2.6,542,Balanced
426,7.7,53.3,13.5,2.8,31.6,794,Balanced
88,5.4,71.7,34.7,7.9,0.3,813,Balanced
342,14.6,82.2,21.3,1.2,26.9,243,Unbalanced
137,2.9,65.0,38.4,8.3,13.7,156,Unbalanced
321,46.4,73.4,16.4,9.4,8.8,599,Unbalanced
355,18.3,73.6,20.1,4.4,28.4,188,Balanced
166,19.3,23.4,27.3,9.8,41.3,973,Balanced
365,36.4,25.8,12.7,8.0,48.5,346,Balanced
439,46.8,24.6,11.3,0.2,3.0,147,Balanced
92,41.4,98.5,29.6,7.7,2.9,147,Unbalanced
112,6.0,55.0,4.6,7.8,36.8,489,Balanced
574,38.1,49.4,24.5,8.1,15.0,702,Balanced
430,30.9,73.9,37.4,8.6,20.4,632,Balanced
98,41.7,64.8,32.3,9.7,18.6,697,Unbalanced
316,29.1,65.7,36.3,2.0,44.1,381,Unbalanced
300,41.2,93.4,25.4,1.6,4.0,163,Unbalanced
429,34.8,25.4,45.3,4.1,2.5,933,Balanced
340,23.1,88.0,11.2,5.4,45.3,480,Balanced
592,39.9,19.1,12.0,8.2,27.7,380,Balanced
512,12.9,33.6,23.3,4.6,5.6,866,Balanced
57,15.1,48.3,8.6,8.8,28.8,627,Unbalanced
469,31.6,13.1,49.5,8.5,7.6,194,Balanced
556,30.3,75.0,29.4,1.5,7.9,286,Balanced
297,35.0,42.0,1.0,8.6,8.6,738,Balanced
220,37.3,7.2,35.8,5.0,46.1,179,Unbalanced
114,39.9,77.5,48.5,8.0,42.6,673,Unbalanced
354,3.5,18.1,44.5,4.4,30.3,700,Unbalanced
169,22.7,64.2,19.1,0.9,0.6,71,Unbalanced
137,32.2,8.4,17.2,3.5,9.0,418,Unbalanced
349,43.6,37.6,9.5,4.5,34.4,37,Balanced
156,22.6,69.8,25.4,7.0,0.1,911,Balanced
553,20.0,55.9,46.2,6.4,20.2,69,Balanced
282,27.4,94.7,4.4,7.4,4.7,151,Balanced
206,13.3,31.5,28.0,7.4,33.2,181,Balanced
504,6.7,85.9,16.5,6.3,1.5,266,Balanced
109,26.0,45.0,44.4,7.4,40.1,975,Unbalanced
131,2.9,59.4,40.0,6.9,34.2,810,Unbalanced
118,45.0,14.7,25.5,7.7,1.3,778,Balanced
406,3.9,38.1,30.0,3.4,43.6,173,Unbalanced
592,28.3,44.3,9.0,5.8,25.2,201,Balanced
444,27.1,34.8,9.6,8.6,46.7,957,Balanced
150,11.4,12.9,28.7,9.5,7.0,989,Balanced
135,42.1,27.9,4.3,2.1,45.3,755,Unbalanced
510,43.8,30.2,21.0,5.7,13.8,327,Balanced
190,49.9,9.5,33.2,0.2,43.3,441,Unbalanced
410,49.5,20.2,46.7,3.1,41.4,877,Unbalanced
494,34.6,13.3,30.7,0.8,34.8,209,Unbalanced
116,4.6,21.9,21.9,7.9,32.0,569,Balanced
227,21.8,12.8,9.3,4.2,47.2,127,Unbalanced
595,46.0,67.9,30.8,4.4,45.2,130,Balanced
185,14.4,32.9,19.7,2.9,42.2,316,Unbalanced
156,1.6,57.6,1.2,6.7,13.6,102,Unbalanced
169,34.7,54.5,35.8,2.8,41.0,927,Unbalanced
228,7.0,72.8,27.1,7.3,43.5,762,Balanced
229,1.8,8.2,8.1,2.6,4.6,717,Balanced
309,30.2,59.2,35.1,1.7,42.3,36,Unbalanced
518,29.2,55.4,10.2,8.1,30.6,25,Balanced
297,5.8,22.4,11.0,1.0,32.3,551,Unbalanced
403,38.1,13.5,23.0,2.4,36.0,560,Unbalanced
195,10.3,19.6,17.4,5.2,2.6,136,Balanced
497,33.1,87.3,2.4,5.4,29.1,548,Balanced
286,5.1,11.7,36.9,3.5,48.9,807,Unbalanced
277,19.6,67.6,36.4,4.9,19.6,304,Balanced
318,2.7,42.9,27.7,2.5,45.2,60,Unbalanced
98,15.9,14.0,2.7,5.6,37.1,956,Balanced
137,5.4,9.0,36.6,9.5,24.0,640,Balanced
326,23.0,92.0,9.8,6.0,10.7,518,Balanced
348,11.6,94.7,42.2,3.7,46.8,316,Balanced
414,12.4,87.4,26.0,1.1,41.6,664,Unbalanced
200,21.0,25.3,47.8,5.7,47.7,70,Balanced
487,3.0,42.7,7.7,7.1,3.7,504,Balanced
574,19.6,37.8,6.2,5.4,34.9,956,Balanced
135,4.0,31.0,23.7,9.8,32.9,427,Balanced
289,16.5,16.7,41.3,3.9,8.5,942,Balanced
83,9.3,94.2,12.6,2.0,34.2,145,Unbalanced
516,14.5,52.3,17.7,7.1,17.2,254,Balanced
121,38.7,36.6,14.6,0.1,19.4,5,Unbalanced
57,48.3,27.0,33.6,9.0,20.5,114,Unbalanced
126,40.9,44.8,8.5,4.0,26.6,193,Unbalanced
441,30.2,9.2,14.9,7.0,38.2,347,Balanced
444,17.2,33.1,39.5,5.1,15.1,481,Balanced
521,41.6,43.3,13.7,7.0,24.7,713,Balanced
341,20.9,90.7,45.6,5.2,43.3,586,Balanced
145,44.4,99.4,38.3,5.8,12.8,765,Unbalanced
224,22.6,40.7,9.7,9.6,8.0,756,Unbalanced
358,9.4,56.5,31.8,2.3,34.7,533,Balanced
92,8.2,48.1,17.8,3.8,20.5,991,Unbalanced
150,22.9,81.9,28.6,3.3,16.4,109,Unbalanced
309,42.6,50.6,12.3,4.7,47.5,38,Unbalanced
580,29.9,48.3,19.0,0.7,20.0,486,Balanced
125,21.4,63.6,6.5,1.3,8.2,490,Unbalanced
510,42.5,36.1,39.5,8.3,44.2,153,Balanced
82,48.7,49.2,32.7,4.5,13.2,986,Unbalanced
354,31.5,76.1,25.6,9.0,34.3,277,Unbalanced
595,39.8,62.9,29.7,7.3,29.4,661,Balanced
346,36.7,50.8,35.0,7.0,6.3,816,Balanced
229,4.7,31.1,9.2,9.2,30.3,41,Balanced
537,35.8,46.2,28.8,5.4,42.7,251,Balanced
349,34.5,75.7,48.7,1.3,47.5,151,Unbalanced
573,11.3,77.7,5.2,5.6,4.3,9,Balanced
